,race_id,dist,place,dog_id,box,split_times,split_margins,run_time
15011,542383602,385m,6,243599801,6,8.47,0.21,22.62
15012,542383603,385m,1,230317216,3,8.22,0.00,22.13
15013,542383603,385m,2,280075556,4,8.43,0.21,22.25
15014,542383603,385m,3,208823814,6,8.47,0.25,22.31
15015,542383603,385m,4,145207340,8,8.54,0.32,22.56
15016,542383603,385m,5,360995057,2,8.45,0.23,22.65
15017,542383603,385m,6,222064245,7,8.51,0.29,22.88
15018,542383603,385m,7,186628523,1,8.45,0.23,22.93
15019,542383604,385m,1,109975014,6,8.60,0.30,22.36
15020,542383604,385m,2,296096026,2,8.30,0.00,22.54
15021,542383604,385m,3,109975017,4,8.76,0.46,22.55
15022,542383604,385m,4,319674623,3,8.49,0.19,22.58
15023,542383604,385m,5,167542418,1,8.46,0.16,22.60
15024,542383604,385m,6,190934627,5,8.32,0.02,22.61
15025,542383604,385m,7,113531648,7,8.46,0.16,22.64
15026,542383604,385m,8,136704869,8,8.77,0.47,22.83
15027,352132877,390m,1,197538309,7,8.62,0.12,22.94
15028,352132877,390m,2,2003070005,1,8.50,0.00,22.95
15029,352132877,390m,3,114215540,5,8.87,0.37,23.07
15030,352132877,390m,4,2131760063,4,8.82,0.32,23.07
15031,352132877,390m,5,887800021,2,8.75,0.25,23.33
15032,352132877,390m,6,127722443,3,8.73,0.23,23.78
15033,352132877,390m,7,124225471,6,8.82,0.32,23.82
15034,352132878,390m,1,197548330,3,8.50,0.00,22.43
15035,352132878,390m,2,230316222,8,8.73,0.23,22.68
15036,352132878,390m,3,121763556,1,8.57,0.07,22.89
15037,352132878,390m,4,145207343,5,9.01,0.51,22.95
15038,352132878,390m,5,1590360003,2,9.36,0.86,23.61
15039,352132878,390m,6,157829539,7,9.13,0.63,23.63
15040,352132878,390m,7,1490820004,4,9.29,0.79,23.68
15041,352132883,450m,1,201710122,3,6.80,0.00,25.88
15042,352132883,450m,2,1873790005,8,6.92,0.12,26.09
15043,352132883,450m,3,141318081,7,7.08,0.28,26.39
15044,352132883,450m,4,1478420154,4,6.89,0.09,26.47
15045,352132883,450m,5,147858647,6,7.10,0.30,26.55
15046,352132883,450m,6,204133455,1,6.89,0.09,26.59
15047,352132883,450m,7,1014090032,2,7.06,0.26,26.68
15048,352132883,450m,8,118013561,5,6.98,0.18,26.80
15049,352132876,390m,1,198170064,2,8.49,0.00,22.49
15050,352132876,390m,2,190918108,4,8.54,0.05,22.71
15051,352132876,390m,3,177059925,8,8.77,0.28,22.73
15052,352132876,390m,4,1945060003,7,8.86,0.37,22.86
15053,352132876,390m,5,887800019,1,8.86,0.37,22.94
15054,352132876,390m,6,141319309,5,9.02,0.53,23.15
15055,352132876,390m,7,2003070004,6,8.92,0.43,23.15
15056,352132876,390m,8,2131520010,3,8.91,0.42,23.47
15057,352132882,450m,1,2035650009,8,6.93,0.19,25.93
15058,352132882,450m,2,130247506,3,6.83,0.09,25.98
15059,352132882,450m,3,126531105,4,6.74,0.00,26.18
15060,352132882,450m,4,2057450002,5,6.87,0.13,26.46
15061,352132882,450m,5,184224224,6,6.83,0.09,26.73
15062,352132882,450m,6,1474730008,7,6.88,0.14,26.76
15063,352132882,450m,7,887800020,1,6.93,0.19,26.78
15064,352132882,450m,8,1237400027,2,7.00,0.26,27.51
15065,352132880,450m,1,1745570001,8,6.79,0.00,25.86
15066,352132880,450m,2,1426150022,1,6.79,0.00,26.02
15067,352132880,450m,3,1683580002,4,7.18,0.39,26.20
15068,352132880,450m,4,1881130148,2,6.86,0.07,26.39
15069,352132880,450m,5,1281000029,3,7.04,0.25,26.45
15070,352132880,450m,6,1464560012,6,7.04,0.25,26.45
15071,352132880,450m,7,1312340003,7,6.93,0.14,26.50
15072,352132880,450m,8,1474670000,5,7.34,0.55,26.77
15073,352132881,450m,1,1426150023,8,6.79,0.00,25.91
15074,352132881,450m,2,1328590008,3,6.88,0.09,26.15
15075,352132881,450m,3,1426150026,2,6.89,0.10,26.19
15076,352132881,450m,4,887800002,4,6.79,0.00,26.24
15077,352132881,450m,5,1748140030,1,6.99,0.20,26.36
15078,352132881,450m,6,703550039,5,6.84,0.05,26.39
15079,352132881,450m,7,2018280001,6,7.34,0.55,26.52
15080,352132881,450m,8,896030004,7,6.97,0.18,26.56
15081,352132879,450m,1,1896150000,7,6.81,0.07,25.99
15082,352132879,450m,2,151439834,1,6.74,0.00,26.12
15083,352132879,450m,3,820830002,2,6.88,0.14,26.23
15084,352132879,450m,4,2131500004,3,6.79,0.05,26.29
15085,352132879,450m,5,126531104,4,6.93,0.19,26.32
15086,352132879,450m,6,763790008,5,6.95,0.21,26.41
15087,352132879,450m,7,1780150002,8,6.96,0.22,26.50
15088,352132879,450m,8,137471395,6,6.83,0.09,26.59
15089,352132875,390m,1,156017454,2,8.77,0.28,22.67
15090,352132875,390m,2,141319087,3,8.92,0.43,22.74
15091,352132875,390m,3,114244038,1,8.49,0.00,22.82
15092,352132875,390m,4,1486670070,6,9.04,0.55,22.90
15093,352132875,390m,5,126530573,7,8.78,0.29,23.01
15094,352132875,390m,6,1906490023,8,9.11,0.62,23.08
15095,352132875,390m,7,2056920057,5,9.04,0.55,23.26
15096,352132875,390m,8,126531142,4,8.97,0.48,23.28
15097,352132872,390m,3,1245880022,2,8.63,0.00,22.74
15098,352132872,390m,4,1478450092,3,8.72,0.09,22.75
15099,352132872,390m,5,1974570009,8,8.67,0.04,22.77
15100,352132872,390m,6,1595000000,1,8.78,0.15,22.77
15101,352132872,390m,7,1255170000,5,8.85,0.22,22.97
15102,352132872,390m,8,1823630031,4,8.75,0.12,23.12
15103,352132873,390m,1,121763559,5,8.37,0.00,22.24
15104,352132873,390m,2,1346610002,2,8.81,0.44,22.51
15105,352132873,390m,3,1673800037,3,8.79,0.42,22.53
15106,352132873,390m,4,1277000156,4,8.86,0.49,22.61
15107,352132873,390m,5,2099800026,8,8.93,0.56,22.73
15108,352132873,390m,6,872550002,1,9.00,0.63,22.96
15109,352132873,390m,7,137422314,6,8.97,0.60,23.24
15110,352132873,390m,8,1362060091,7,9.16,0.79,23.74
15111,352132874,390m,1,1284200073,4,8.40,0.00,22.73
15112,352132874,390m,2,576430004,3,8.93,0.53,22.76
15113,352132874,390m,3,1295000016,6,8.54,0.14,22.77
15114,352132874,390m,4,1003440011,1,8.75,0.35,22.82
15115,352132874,390m,5,887800017,8,9.11,0.71,22.85
15116,352132874,390m,6,960960038,5,8.83,0.43,22.91
15117,352132874,390m,7,763790083,7,8.61,0.21,22.91
15118,352132874,390m,8,887800022,2,8.76,0.36,22.96
15119,526345611,385m,1,347752133,8,8.21,0.00,22.34
15120,526345611,385m,2,319047323,5,8.51,0.30,22.66
15121,526345611,385m,3,323694606,6,8.88,0.67,22.79
15122,526345611,385m,4,323776763,7,8.61,0.40,22.87
15123,526345611,385m,5,312534822,1,8.46,0.25,22.92
15124,526345611,385m,6,189151057,2,8.68,0.47,23.07
15125,526345611,385m,7,280075556,4,8.91,0.70,23.13
15126,526345611,385m,8,346334813,3,8.89,0.68,23.23
15127,526345600,450m,1,344112426,6,6.63,0.00,25.50
15128,526345600,450m,2,339658975,7,6.70,0.07,25.69
15129,526345600,450m,3,336474610,5,6.86,0.23,25.86
15130,526345600,450m,4,346334791,3,6.86,0.23,26.13
15131,526345600,450m,5,338099364,1,6.92,0.29,26.17
15132,526345600,450m,6,339658972,2,6.84,0.21,26.34
15133,526345600,450m,7,306113015,8,7.06,0.43,26.49
15134,526345600,450m,8,341838315,4,6.97,0.34,26.96
15135,526345610,385m,1,346332293,4,8.11,0.00,22.00
15136,526345610,385m,2,340020190,3,8.27,0.16,22.05
15137,526345610,385m,3,322237193,6,8.43,0.32,22.31
15138,526345610,385m,4,282125652,7,8.55,0.44,22.50
15139,526345610,385m,5,326538274,1,8.51,0.40,22.58
15140,526345610,385m,6,358060701,8,8.48,0.37,22.66
15141,526345605,385m,1,114394351,3,8.06,0.00,21.94
15142,526345605,385m,2,109835234,1,8.37,0.31,22.21
15143,526345605,385m,3,315938122,4,8.36,0.30,22.22
15144,526345605,385m,4,2131520015,5,8.17,0.11,22.36
15145,526345605,385m,5,262316193,6,8.51,0.45,22.43
15146,526345605,385m,6,256281051,7,8.48,0.42,22.53
15147,526345605,385m,7,134832142,8,8.44,0.38,22.54
15148,526345605,385m,8,293542915,2,8.36,0.30,22.65
15149,526345608,450m,1,354609895,6,6.38,0.00,24.92
15150,526345608,450m,2,238517585,4,6.89,0.51,25.50
15151,526345608,450m,3,280075051,5,6.80,0.42,25.56
15152,526345608,450m,4,323694608,8,7.00,0.62,25.66
15153,526345608,450m,5,167542428,7,6.89,0.51,25.68
15154,526345608,450m,6,347752116,2,7.09,0.71,25.79
15155,526345608,450m,7,256557592,1,7.05,0.67,25.94
15156,526345608,450m,8,254393779,3,7.07,0.69,26.23
15157,526345607,450m,1,198170051,1,6.57,0.00,25.25
15158,526345607,450m,2,338099433,6,6.83,0.26,25.35
15159,526345607,450m,3,231587252,8,6.73,0.16,25.61
15160,526345607,450m,4,328642974,3,6.85,0.28,25.67
15161,526345607,450m,5,315222738,7,6.87,0.30,25.68
15162,526345607,450m,6,258684351,4,7.04,0.47,25.73
15163,526345607,450m,7,214382430,2,6.96,0.39,25.77
15164,526345607,450m,8,293542916,5,7.03,0.46,26.08
15165,526345601,450m,1,347752119,7,6.51,0.00,25.27
15166,526345601,450m,2,332166529,1,6.84,0.33,25.79
15167,526345601,450m,3,318735217,3,6.91,0.40,25.88
15168,526345601,450m,4,319014767,2,6.98,0.47,26.01
15169,526345601,450m,5,288460382,6,6.63,0.12,26.03
15170,526345601,450m,6,323694604,8,6.86,0.35,26.17
15171,526345601,450m,7,331308297,5,6.95,0.44,26.25
15172,526345601,450m,8,280075055,4,7.00,0.49,26.37
15173,526345609,450m,1,287560993,7,6.41,0.00,25.35
15174,526345609,450m,2,234040150,5,6.73,0.32,25.45
15175,526345609,450m,3,221747123,1,6.69,0.28,25.46
15176,526345609,450m,4,290719278,2,6.87,0.46,25.64
15177,526345609,450m,5,340652456,6,6.69,0.28,25.68
15178,526345609,450m,6,310244254,3,6.83,0.42,25.76
15179,526345609,450m,7,230662409,4,6.97,0.56,25.81
15180,526345609,450m,8,322240203,8,6.90,0.49,25.97
15181,526345602,385m,1,323776761,3,8.37,0.32,21.99
15182,526345602,385m,2,335094365,1,8.05,0.00,22.04
15183,526345602,385m,3,322591441,4,8.58,0.53,22.25
15184,526345602,385m,4,318755741,6,8.31,0.26,22.27
15185,526345602,385m,5,293542917,2,8.24,0.19,22.32
15186,526345602,385m,6,312534828,7,8.42,0.37,22.62
15187,526345602,385m,7,133785039,5,8.49,0.44,22.68
15188,526345603,385m,1,198170054,4,8.18,0.14,21.85
15189,526345603,385m,2,196374477,8,8.04,0.00,21.91
15190,526345603,385m,3,285870099,5,8.09,0.05,21.92
15191,526345603,385m,4,253088670,1,8.23,0.19,21.96
15192,526345603,385m,5,167542426,2,8.30,0.26,21.98
15193,526345603,385m,6,338099376,3,8.53,0.49,22.66
15194,526345603,385m,7,352477047,6,8.50,0.46,22.81
15195,526345603,385m,8,326538277,7,8.57,0.53,22.83
15196,526345604,385m,1,236752123,5,8.00,0.00,21.99
15197,526345604,385m,2,282125653,8,8.42,0.42,22.09
15198,526345604,385m,3,128631326,7,8.52,0.52,22.10
15199,526345604,385m,4,253386766,4,8.44,0.44,22.15
15200,526345604,385m,5,246404329,3,8.51,0.51,22.32
15201,526345604,385m,6,223670953,2,8.50,0.50,22.46
15202,526345604,385m,7,238517588,1,8.45,0.45,22.53
15203,526345604,385m,8,229658402,6,8.42,0.42,22.65
15204,526345606,385m,1,146629678,3,8.48,0.32,22.24
15205,526345606,385m,2,157159704,6,8.16,0.00,22.26
15206,526345606,385m,3,237505079,5,8.37,0.21,22.38
15207,526345606,385m,4,137422310,7,8.47,0.31,22.44
15208,526345606,385m,5,230317216,1,8.41,0.25,22.58
15209,526345606,385m,6,1752820055,8,8.50,0.34,22.72
15210,526345606,385m,7,222064245,2,8.41,0.25,22.93
15211,403413223,390m,1,109496056,4,8.53,0.00,22.56
15212,403413223,390m,2,138443852,8,8.75,0.22,22.79
15213,403413223,390m,5,177414637,2,8.68,0.15,22.93
15214,403413224,390m,1,246692917,2,8.46,0.00,22.49
15215,403413224,390m,2,162212281,1,8.71,0.25,22.61
15216,403413224,390m,3,231591759,8,8.74,0.28,22.63
15217,403413224,390m,4,1590360006,5,8.86,0.40,23.01
15218,403413224,390m,5,231587257,4,8.96,0.50,23.14
15219,403413224,390m,6,241014073,7,8.95,0.49,23.23
15220,403413225,390m,1,208787756,7,8.40,0.00,22.37
15221,403413225,390m,2,227854808,8,8.61,0.21,22.55
15222,403413225,390m,3,152899700,1,8.79,0.39,22.78
15223,403413225,390m,4,183480734,5,8.93,0.53,23.29
15224,403413225,390m,5,184223214,4,9.24,0.84,23.37
15225,403413225,390m,6,183877023,2,9.00,0.60,23.48
15226,403413216,450m,1,253388766,4,6.63,0.00,25.46
15227,403413216,450m,2,204414592,3,7.13,0.50,25.89
15228,403413216,450m,3,115151894,8,7.12,0.49,26.13
15229,403413216,450m,4,197548318,1,7.14,0.51,26.24
15230,403413216,450m,5,109043159,2,7.30,0.67,26.42
15231,403413216,450m,6,219045250,7,7.28,0.65,26.44
15232,403413216,450m,7,126530633,6,7.45,0.82,26.65
15233,403413216,450m,8,1022320061,5,7.44,0.81,26.76
15234,403413217,390m,1,206889960,2,8.41,0.00,22.18
15235,403413217,390m,2,1346610002,8,8.84,0.43,22.60
15236,403413217,390m,3,120725509,7,8.60,0.19,22.66
15237,403413217,390m,4,1255990003,1,8.77,0.36,22.81
15238,403413217,390m,5,109975016,6,8.73,0.32,22.81
15239,403413217,390m,6,1931710016,4,8.69,0.28,22.81
15240,403413217,390m,7,118013566,3,8.70,0.29,22.85
15241,403413217,390m,8,1950680078,5,8.92,0.51,22.92
15242,403413227,450m,1,1014090025,6,6.85,0.07,25.68
15243,403413227,450m,2,2018280002,1,6.78,0.00,25.70
15244,403413227,450m,3,230662409,2,6.83,0.05,25.75
15245,403413227,450m,4,129971928,3,6.83,0.05,26.16
15246,403413227,450m,5,1241510027,5,6.87,0.09,26.30
15247,403413227,450m,6,167542427,8,7.11,0.33,26.35
15248,403413227,450m,7,1474730025,7,6.97,0.19,26.50
15249,403413227,450m,8,1537040010,4,6.90,0.12,26.64
15250,403413218,390m,1,1820620000,3,8.59,0.00,22.36
15251,403413218,390m,2,120725476,2,8.68,0.09,22.73
15252,403413218,390m,3,1560270024,5,8.64,0.05,22.82
15253,403413218,390m,4,1683580003,1,8.97,0.38,22.82
15254,403413218,390m,5,118013571,7,8.69,0.10,23.03
15255,403413218,390m,6,850610003,6,9.03,0.44,23.11
15256,403413218,390m,7,1340420023,8,8.97,0.38,23.29
15257,403413218,390m,8,1003440011,4,8.68,0.09,23.38
15258,403413226,450m,1,1328590007,2,6.76,0.07,25.67
15259,403413226,450m,2,126531073,1,6.69,0.00,25.74
15260,403413226,450m,3,1683580002,4,6.91,0.22,26.01
15261,403413226,450m,4,894980012,7,6.77,0.08,26.04
15262,403413226,450m,5,1322730012,3,6.91,0.22,26.10
15263,403413226,450m,6,1517480003,5,6.95,0.26,26.17
15264,403413221,390m,1,214382430,1,8.70,0.19,22.45
15265,403413221,390m,2,162212286,8,8.51,0.00,22.51
15266,403413221,390m,3,1575110010,2,9.26,0.75,22.80
15267,403413221,390m,4,244575679,6,9.30,0.79,22.94
15268,403413221,390m,5,129971925,3,9.51,1.00,23.14
15269,403413221,390m,6,172047915,7,9.37,0.86,23.15
15270,403413222,390m,1,135412293,7,8.39,0.00,22.39
15271,403413222,390m,2,221780686,6,8.75,0.36,22.63
15272,403413222,390m,3,1490820003,3,8.90,0.51,22.91
15273,403413222,390m,4,167542421,2,8.74,0.35,23.00
15274,403413222,390m,5,2131760047,1,8.76,0.37,23.03
15275,403413222,390m,6,118021619,8,8.96,0.57,23.28
15276,403413220,390m,1,235409383,5,8.55,0.02,22.18
15277,403413220,390m,2,147857648,3,8.53,0.00,22.44
15278,403413220,390m,3,197538309,8,8.66,0.13,22.65
15279,403413220,390m,4,121763556,1,8.68,0.15,22.90
15280,403413220,390m,5,190934627,6,8.62,0.09,22.93
15281,403413220,390m,6,1225610023,2,8.80,0.27,23.17
15282,403413220,390m,7,1560310042,7,8.94,0.41,23.51
15283,403413220,390m,8,120321675,4,8.62,0.09,23.56
15284,403413219,390m,1,1550690044,7,8.49,0.00,22.58
15285,403413219,390m,2,1448580000,1,8.78,0.29,22.61
15286,403413219,390m,3,1199470016,4,8.78,0.29,22.90
15287,403413219,390m,4,1426150024,5,8.82,0.33,22.99
15288,403413219,390m,5,1575110017,2,9.17,0.68,23.00
15289,403413219,390m,6,888610002,8,8.77,0.28,23.04
15290,517825600,385m,1,323776761,8,8.28,0.00,22.13
15291,517825600,385m,2,333540758,2,8.29,0.01,22.35
15292,517825600,385m,3,344097836,3,8.39,0.11,22.59
15293,517825600,385m,4,308488753,7,8.78,0.50,22.78
15294,517825600,385m,5,315222805,6,8.71,0.43,23.28
15295,517825601,385m,1,451043872,2,8.30,0.00,22.42
15296,517825601,385m,2,369259547,1,8.32,0.02,22.44
15297,517825601,385m,3,317053394,5,8.57,0.27,22.66
15298,517825601,385m,4,328325353,7,8.39,0.09,22.93
15299,517825601,385m,5,308508787,6,8.45,0.15,23.08
15300,517825601,385m,6,327378032,8,8.66,0.36,23.20
15301,517825601,385m,7,298891092,4,8.58,0.28,23.41
15302,517825601,385m,8,352477048,3,8.31,0.01,23.62
15303,517825606,450m,1,342840820,3,6.66,0.00,25.71
15304,517825606,450m,2,317052374,4,6.89,0.23,25.71
15305,517825606,450m,3,296110057,7,6.75,0.09,25.78
15306,517825606,450m,4,315843936,5,6.96,0.30,26.11
15307,517825606,450m,5,308488750,6,7.10,0.44,26.17
15308,517825606,450m,6,293039917,2,6.96,0.30,26.17
15309,517825606,450m,7,286133128,8,7.47,0.81,26.50
15310,517825595,385m,1,238517588,4,8.17,0.00,22.18
15311,517825595,385m,2,167542421,2,8.35,0.18,22.26
15312,517825595,385m,3,145207340,3,8.65,0.48,22.49
15313,517825595,385m,4,208441051,7,8.64,0.47,22.72
15314,517825595,385m,5,163734337,5,8.75,0.58,22.80
15315,517825595,385m,6,221747125,6,8.76,0.59,22.91
15316,517825595,385m,7,221747122,8,8.68,0.51,23.29
15317,517825595,385m,8,121763541,1,8.80,0.63,23.62
15318,517825605,450m,1,254393779,3,6.67,0.00,25.40
15319,517825605,450m,2,287325520,4,7.16,0.49,25.65
15320,517825605,450m,3,341777705,8,6.74,0.07,25.70
15321,517825605,450m,4,257638396,7,7.48,0.81,26.26
15322,517825605,450m,5,328325357,6,7.41,0.74,26.32
15323,517825605,450m,6,284390147,1,7.28,0.61,26.34
15324,517825603,450m,1,262316113,6,6.89,0.11,25.65
15325,517825603,450m,2,1612100024,5,6.82,0.04,25.83
15326,517825603,450m,3,1745540008,8,6.89,0.11,25.85
15327,517825603,450m,4,109496057,4,6.78,0.00,25.89
15328,517825603,450m,5,144572579,3,6.90,0.12,26.02
15329,517825603,450m,6,195110446,2,6.95,0.17,26.19
15330,517825603,450m,7,887800002,1,6.89,0.11,26.70
15331,517825604,450m,1,331308302,4,6.59,0.00,25.55
15332,517825604,450m,2,293542916,6,6.66,0.07,25.56
15333,517825604,450m,3,308817407,3,6.75,0.16,25.73
15334,517825604,450m,4,126471981,2,7.14,0.55,25.93
15335,517825604,450m,5,230053786,1,6.75,0.16,26.12
15336,517825602,450m,1,234040151,7,6.59,0.00,25.32
15337,517825602,450m,2,294354050,8,6.77,0.18,25.66
15338,517825602,450m,3,243599801,6,6.91,0.32,25.75
15339,517825602,450m,4,1328570005,1,6.84,0.25,26.15
15340,517825602,450m,5,167548931,4,7.09,0.50,26.17
15341,517825602,450m,6,256281051,5,7.08,0.49,26.27
15342,517825602,450m,7,1873790013,2,6.94,0.35,26.27
15343,517825599,385m,1,344097838,3,8.07,0.00,22.03
15344,517825599,385m,2,328322844,7,8.18,0.11,22.03
15345,517825599,385m,3,298118569,5,8.36,0.29,22.24
15346,517825599,385m,4,328325342,6,8.27,0.20,22.24
15347,517825599,385m,5,250556125,1,8.18,0.11,22.28
15348,517825599,385m,6,317051885,8,8.33,0.26,22.35
15349,517825599,385m,7,312534827,2,8.40,0.33,22.41
15350,517825599,385m,8,296110056,4,8.28,0.21,22.84
15351,517825598,385m,1,301135094,8,8.38,0.16,22.21
15352,517825598,385m,2,120321675,4,8.22,0.00,22.32
15353,517825598,385m,3,167542418,5,8.26,0.04,22.45
15354,517825598,385m,4,250704910,2,8.33,0.11,22.45
15355,517825598,385m,5,190306356,7,8.48,0.26,22.64
15356,517825598,385m,6,308817408,3,8.49,0.27,22.77
15357,517825598,385m,7,258991462,6,8.54,0.32,23.37
15358,517825596,385m,1,2099800014,1,8.23,0.00,22.09
15359,517825596,385m,2,183480729,6,8.34,0.11,22.47
15360,517825596,385m,3,887800004,7,8.32,0.09,22.65
15361,517825596,385m,4,1360070346,8,8.39,0.16,22.71
15362,517825596,385m,5,206627958,4,8.77,0.54,22.75
15363,517825596,385m,6,208823814,3,8.90,0.67,22.77
15364,517825596,385m,7,137422310,2,8.90,0.67,22.83
15365,517825596,385m,8,208823815,5,8.77,0.54,22.90
15366,517825597,385m,1,229658402,3,8.17,0.00,22.39
15367,517825597,385m,2,222064245,6,8.37,0.20,22.39
15368,517825597,385m,3,281466815,1,8.18,0.01,22.48
15369,517825597,385m,4,109975016,4,8.35,0.18,22.51
15370,517825597,385m,5,1340420023,2,8.79,0.62,22.69
15371,517825597,385m,6,113531648,7,8.65,0.48,22.77
15372,517825597,385m,7,231578739,8,8.80,0.63,23.13
15373,436862487,390m,1,281466815,6,8.51,0.00,22.63
15374,436862487,390m,2,1612100028,3,9.21,0.70,23.00
15375,436862487,390m,3,177059927,4,9.42,0.91,23.14
15376,436862487,390m,4,167542432,1,9.53,1.02,23.41
15377,436862487,390m,5,184224220,2,9.53,1.02,23.47
15378,436862487,390m,6,235407884,7,9.46,0.95,23.77
15379,436862486,390m,1,230662410,4,8.64,0.00,22.63
15380,436862486,390m,2,234331231,3,8.75,0.11,22.87
15381,436862486,390m,3,126153849,7,8.95,0.31,22.94
15382,436862486,390m,4,190934630,5,8.71,0.07,23.10
15383,436862486,390m,5,167542431,8,8.88,0.24,23.11
15384,436862486,390m,6,1845620012,1,8.87,0.23,23.37
15385,436862486,390m,7,156348082,6,8.88,0.24,23.37
15386,436862486,390m,8,2131760047,2,8.72,0.08,23.54
15387,436862484,390m,1,121763541,7,8.63,0.02,22.56
15388,436862484,390m,2,1673780024,4,8.61,0.00,22.71
15389,436862484,390m,3,2035650009,3,8.75,0.14,22.78
15390,436862484,390m,4,1474670043,5,8.77,0.16,22.91
15391,436862484,390m,5,141319585,2,8.77,0.16,22.93
15392,436862484,390m,6,111276155,6,9.19,0.58,23.19
15393,436862491,450m,1,230054197,6,6.97,0.16,25.89
15394,436862491,450m,2,258684346,5,6.81,0.00,26.11
15395,436862491,450m,3,141319087,2,6.96,0.15,26.21
15396,436862491,450m,4,2035650010,4,6.89,0.08,26.23
15397,436862491,450m,5,230053201,3,6.99,0.18,26.30
15398,436862491,450m,6,219044248,8,6.82,0.01,26.32
15399,436862491,450m,7,134854677,1,6.92,0.11,26.35
15400,436862491,450m,8,1780150000,7,6.96,0.15,26.57
15401,436862492,450m,1,230053202,3,6.90,0.14,25.93
15402,436862492,450m,2,208823814,4,6.76,0.00,25.98
15403,436862492,450m,3,201710115,2,6.78,0.02,26.08
15404,436862492,450m,4,167542427,7,6.97,0.21,26.14
15405,436862492,450m,5,162212283,5,6.83,0.07,26.25
15406,436862492,450m,6,1864540004,8,6.98,0.22,26.31
15407,436862492,450m,7,887800019,6,6.94,0.18,26.37
15408,436862488,450m,1,111812188,7,6.71,0.00,25.84
15409,436862488,450m,2,167548931,5,6.78,0.07,25.94
15410,436862488,450m,3,1745540008,4,6.91,0.20,25.95
15411,436862488,450m,4,195110446,8,6.89,0.18,26.10
15412,436862488,450m,5,228102299,3,6.85,0.14,26.46
15413,436862488,450m,6,203248203,6,6.86,0.15,26.47
15414,436862488,450m,7,1306460039,1,6.96,0.25,26.58
15415,436862488,450m,8,204414095,2,6.96,0.25,26.62
15416,436862490,450m,1,1950700056,2,6.77,0.00,25.76
15417,436862490,450m,2,1951110005,6,6.88,0.11,26.05
15418,436862490,450m,3,134886258,8,6.93,0.16,26.07
15419,436862490,450m,4,2043510010,3,6.90,0.13,26.17
15420,436862490,450m,5,119991041,7,7.00,0.23,26.28
15421,436862490,450m,6,887800022,1,6.86,0.09,26.29
15422,436862490,450m,7,1281000005,5,6.88,0.11,26.55
15423,436862490,450m,8,1014090025,4,7.07,0.30,26.55
15424,436862489,450m,1,1849540016,1,6.65,0.00,25.76
15425,436862489,450m,2,1184050020,6,6.90,0.25,25.82
15426,436862489,450m,3,1426150023,5,6.79,0.14,25.91
15427,436862489,450m,4,2145360003,3,6.70,0.05,25.93
15428,436862489,450m,5,2057590009,4,6.94,0.29,25.95
15429,436862489,450m,6,126530635,7,6.95,0.30,26.01
15430,436862489,450m,7,246692917,2,6.90,0.25,26.08
15431,436862489,450m,8,118703495,8,6.99,0.34,26.33
15432,436862485,390m,1,2131750035,7,8.77,0.09,22.95
15433,436862485,390m,2,2105680116,2,8.85,0.17,23.01
15434,436862485,390m,3,112926414,5,8.68,0.00,23.04
15435,436862485,390m,4,190306357,1,8.69,0.01,23.08
15436,436862485,390m,5,218035701,8,8.78,0.10,23.12
15437,436862485,390m,6,212327818,3,8.90,0.22,23.14
15438,436862485,390m,7,212745668,6,9.03,0.35,23.49
15439,436862481,390m,1,230317217,3,8.50,0.05,22.32
15440,436862481,390m,2,1360070277,7,8.54,0.09,22.43
15441,436862481,390m,3,109032161,8,8.64,0.19,22.61
15442,436862481,390m,4,198170064,1,8.71,0.26,22.67
15443,436862481,390m,5,1360050302,2,8.45,0.00,22.74
15444,436862481,390m,6,109975016,4,8.77,0.32,22.92
15445,436862481,390m,7,1448580012,5,8.78,0.33,23.25
15446,436862481,390m,8,2043510007,6,8.82,0.37,23.31
15447,436862482,390m,1,127722465,1,8.52,0.00,22.32
15448,436862482,390m,2,198170060,7,8.57,0.05,22.56
15449,436862482,390m,3,201710122,8,8.72,0.20,22.59
15450,436862482,390m,4,230054194,3,8.89,0.37,22.72
15451,436862482,390m,5,110526616,6,8.64,0.12,22.77
15452,436862482,390m,6,227854803,2,8.71,0.19,22.79
15453,436862482,390m,7,1897860001,5,8.75,0.23,22.90
15454,436862482,390m,8,162212286,4,8.77,0.25,23.26
15463,163070498,450m,1,1258790006,5,6.67,0.00,25.67
15464,163070498,450m,2,1092420114,8,6.95,0.28,25.88
15465,163070498,450m,3,1325020002,7,7.02,0.35,26.32
15466,163070498,450m,4,1486690013,4,7.16,0.49,26.40
15467,163070498,450m,5,1097180006,6,7.17,0.50,26.54
15468,163070498,450m,6,1295030008,3,7.41,0.74,26.67
15469,163070498,450m,7,1156610006,1,7.27,0.60,26.73
15470,163070498,450m,8,1014090027,2,7.48,0.81,26.76
15471,163070492,390m,1,1260920022,1,8.60,0.14,22.57
15472,163070492,390m,2,771030062,8,8.46,0.00,22.60
15473,163070492,390m,3,820860039,7,8.85,0.39,22.96
15474,163070492,390m,4,-725307,2,9.06,0.60,23.10
15475,163070492,390m,5,602980006,6,8.68,0.22,23.94
15476,163070492,390m,6,1284200073,5,8.61,0.15,24.11
15477,163070492,390m,7,833710016,3,9.20,0.74,24.13
15478,163070497,450m,1,1608330002,5,6.73,0.00,25.37
15479,163070497,450m,2,1670530001,2,6.96,0.23,25.95
